"","year","uni","set","theme","item","question","pos","rate"
"4469","2022","leeds","rg","overall","satisfied","Overall satisfaction",71.5,0.282758620689655
"4470","2022","leeds","rg","teaching","explain","Staff are good at explaining things",87,0.413793103448276
"4471","2022","leeds","rg","teaching","interest","Staff have made the subject interesting",76.2,0.379310344827586
"4472","2022","leeds","rg","voice","valued","Staff value students’ views and opinions about the course",67.6,0.337931034482759
"4473","2022","leeds","rg","voice","theme_sum","Student Voice",67.1,0.975862068965517
"4474","2022","leeds","rg","teaching","stimulating","The course is intellectually stimulating",86.2,0.517241379310345
"4475","2022","leeds","rg","management","organised","The course is well organised and running smoothly",60.4,0.217241379310345
"4476","2022","leeds","rg","assessment","clear","The criteria used in marking have been clear in advance",71.2,0.317241379310345
"4477","2022","leeds","rg","resource","IT","The IT resources and facilities provided have supported my learning well",74.7,0.413793103448276
"4478","2022","leeds","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",86.1,0.589655172413793
"4479","2022","leeds","rg","teaching","theme_sum","The teaching on my course",79.1,1.64827586206897
"4480","2022","leeds","rg","management","timetable","The timetable works efficiently for me",83,0.486206896551724
"4481","2022","birmingham","rg","acad_support","theme_sum","Academic support",65.6,0.930167597765363
"4482","2022","birmingham","rg","management","comms","Any changes in the course or teaching have been communicated effectively",52.9,0.150837988826816
"4483","2022","birmingham","rg","assess_feed","theme_sum","Assessment and feedback",50.9,0.427374301675978
"4484","2022","birmingham","rg","assessment","timely","Feedback on my work has been timely",48.7,0.103351955307263
"4485","2022","birmingham","rg","academic","choices","Good advice was available when I needed to make study choices on my course",60.8,0.251396648044693
"4486","2022","birmingham","rg","community","staffstudent","I feel part of a community of staff and students",43.7,-0.00279329608938547
"4487","2022","birmingham","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",92.6,0.634078212290503
"4488","2022","birmingham","rg","academic","contact","I have been able to contact staff when I needed to",78.7,0.474860335195531
"4489","2022","birmingham","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",75.8,0.444134078212291
"4490","2022","birmingham","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",77.6,0.466480446927374
"4491","2022","birmingham","rg","academic","support","I have received helpful comments on my work",39,-0.0474860335195531
"4492","2022","birmingham","rg","assessment","helpful","I have received helpful comments on my work",48.5,0.223463687150838
"4493","2022","birmingham","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",57.5,0.20391061452514
"4494","2022","birmingham","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",29.6,-0.136871508379888
"4495","2022","birmingham","rg","community","theme_sum","Learning community",60.7,0.463687150837989
"4496","2022","birmingham","rg","learnopp","theme_sum","Learning opportunities",64.2,0.966480446927374
"4497","2022","birmingham","rg","resource","theme_sum","Learning resources",87.8,1.75139664804469
"4498","2022","birmingham","rg","assessment","fair","Marking and assessment has been fair",53,0.120111731843575
"4499","2022","birmingham","rg","teaching","challenge","My course has challenged me to achieve my best work",67,0.360335195530726
"4500","2022","birmingham","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",58.7,0.231843575418994
"4501","2022","birmingham","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",64.3,0.337988826815642
"4502","2022","birmingham","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",69.4,0.396648044692737
"4503","2022","birmingham","rg","management","theme_sum","Organisation and management",52.5,0.360335195530726
"4504","2022","birmingham","rg","overall","satisfied","Overall satisfaction",62,0.226256983240223
"4505","2022","birmingham","rg","teaching","explain","Staff are good at explaining things",84.3,0.441340782122905
"4506","2022","birmingham","rg","teaching","interest","Staff have made the subject interesting",74.4,0.368715083798883
"4507","2022","birmingham","rg","voice","valued","Staff value students’ views and opinions about the course",51.1,0.114525139664804
"4508","2022","birmingham","rg","voice","theme_sum","Student Voice",52,0.421787709497207
"4509","2022","birmingham","rg","teaching","stimulating","The course is intellectually stimulating",78.3,0.463687150837989
"4510","2022","birmingham","rg","management","organised","The course is well organised and running smoothly",43.6,-0.00558659217877095
"4511","2022","birmingham","rg","assessment","clear","The criteria used in marking have been clear in advance",63.4,0.254189944134078
"4512","2022","birmingham","rg","resource","IT","The IT resources and facilities provided have supported my learning well",81.1,0.491620111731844
"4513","2022","birmingham","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",89.7,0.625698324022346
"4514","2022","birmingham","rg","teaching","theme_sum","The teaching on my course",76,1.6340782122905
"4515","2022","birmingham","rg","management","timetable","The timetable works efficiently for me",60.6,0.215083798882682
"4516","2022","exeter","rg","acad_support","theme_sum","Academic support",63.8,0.841935483870968
"4517","2022","exeter","rg","management","comms","Any changes in the course or teaching have been communicated effectively",74.2,0.393548387096774
"4518","2022","exeter","rg","assess_feed","theme_sum","Assessment and feedback",59.6,0.854838709677419
"4519","2022","exeter","rg","assessment","timely","Feedback on my work has been timely",73.7,0.329032258064516
"4520","2022","exeter","rg","academic","choices","Good advice was available when I needed to make study choices on my course",57.8,0.225806451612903
"4521","2022","exeter","rg","community","staffstudent","I feel part of a community of staff and students",56.4,0.17741935483871
"4522","2022","exeter","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",89.9,0.570967741935484
"4523","2022","exeter","rg","academic","contact","I have been able to contact staff when I needed to",75,0.380645161290323
"4524","2022","exeter","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",87.6,0.564516129032258
"4525","2022","exeter","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",83,0.448387096774194
"4526","2022","exeter","rg","academic","support","I have received helpful comments on my work",52.7,0.161290322580645
"4527","2022","exeter","rg","assessment","helpful","I have received helpful comments on my work",50.6,0.151612903225806
"4528","2022","exeter","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",58.7,0.238709677419355
"4529","2022","exeter","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",32.1,0.0451612903225806
"4530","2022","exeter","rg","community","theme_sum","Learning community",69.8,0.62258064516129
"4531","2022","exeter","rg","learnopp","theme_sum","Learning opportunities",70.6,1.05806451612903
"4532","2022","exeter","rg","resource","theme_sum","Learning resources",85.3,1.47741935483871
"4533","2022","exeter","rg","assessment","fair","Marking and assessment has been fair",53.7,0.170967741935484
"4534","2022","exeter","rg","teaching","challenge","My course has challenged me to achieve my best work",67.8,0.354838709677419
"4535","2022","exeter","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",62.3,0.267741935483871
"4536","2022","exeter","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",73.9,0.370967741935484
"4537","2022","exeter","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",75.4,0.416129032258065
"4538","2022","exeter","rg","management","theme_sum","Organisation and management",75.7,1.2
"4539","2022","exeter","rg","overall","satisfied","Overall satisfaction",75.4,0.367741935483871
"4540","2022","exeter","rg","teaching","explain","Staff are good at explaining things",83.8,0.4
"4541","2022","exeter","rg","teaching","interest","Staff have made the subject interesting",80.6,0.393548387096774
"4542","2022","exeter","rg","voice","valued","Staff value students’ views and opinions about the course",56.8,0.264516129032258
"4543","2022","exeter","rg","voice","theme_sum","Student Voice",59.6,0.867741935483871
"4544","2022","exeter","rg","teaching","stimulating","The course is intellectually stimulating",82.7,0.461290322580645
"4545","2022","exeter","rg","management","organised","The course is well organised and running smoothly",69.6,0.329032258064516
"4546","2022","exeter","rg","assessment","clear","The criteria used in marking have been clear in advance",58.7,0.196774193548387
"4547","2022","exeter","rg","resource","IT","The IT resources and facilities provided have supported my learning well",80.3,0.419354838709677
"4548","2022","exeter","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",84.8,0.487096774193548
"4549","2022","exeter","rg","teaching","theme_sum","The teaching on my course",78.7,1.60645161290323
"4550","2022","exeter","rg","management","timetable","The timetable works efficiently for me",83.4,0.480645161290323
"4551","2022","southampton","rg","acad_support","theme_sum","Academic support",72.4,1.10416666666667
"4552","2022","southampton","rg","management","comms","Any changes in the course or teaching have been communicated effectively",75.1,0.385416666666667
"4553","2022","southampton","rg","assess_feed","theme_sum","Assessment and feedback",68.2,1.1875
"4554","2022","southampton","rg","assessment","timely","Feedback on my work has been timely",69.5,0.329861111111111
"4555","2022","southampton","rg","academic","choices","Good advice was available when I needed to make study choices on my course",66.3,0.336805555555556
"4556","2022","southampton","rg","community","staffstudent","I feel part of a community of staff and students",55.1,0.208333333333333
"4557","2022","southampton","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",90.1,0.534722222222222
"4558","2022","southampton","rg","academic","contact","I have been able to contact staff when I needed to",79.2,0.451388888888889
"4559","2022","southampton","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",86.2,0.493055555555556
"4560","2022","southampton","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",80.7,0.479166666666667
"4561","2022","southampton","rg","academic","support","I have received helpful comments on my work",67.7,0.274305555555556
"4562","2022","southampton","rg","assessment","helpful","I have received helpful comments on my work",72.4,0.371527777777778
"4563","2022","southampton","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",71.8,0.319444444444444
"4564","2022","southampton","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",45.7,0.111111111111111
"4565","2022","southampton","rg","community","theme_sum","Learning community",67.9,0.6875
"4566","2022","southampton","rg","learnopp","theme_sum","Learning opportunities",74.8,1.20833333333333
"4567","2022","southampton","rg","resource","theme_sum","Learning resources",84.2,1.53125
"4568","2022","southampton","rg","assessment","fair","Marking and assessment has been fair",71.4,0.298611111111111
"4569","2022","southampton","rg","teaching","challenge","My course has challenged me to achieve my best work",78,0.423611111111111
"4570","2022","southampton","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",64.2,0.305555555555556
"4571","2022","southampton","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",77.6,0.430555555555556
"4572","2022","southampton","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",82.7,0.479166666666667
"4573","2022","southampton","rg","management","theme_sum","Organisation and management",71.7,1.05208333333333
"4574","2022","southampton","rg","overall","satisfied","Overall satisfaction",84,0.413194444444444
"4575","2022","southampton","rg","teaching","explain","Staff are good at explaining things",85.4,0.413194444444444
"4576","2022","southampton","rg","teaching","interest","Staff have made the subject interesting",86,0.388888888888889
"4577","2022","southampton","rg","voice","valued","Staff value students’ views and opinions about the course",67.5,0.291666666666667
"4578","2022","southampton","rg","voice","theme_sum","Student Voice",66.7,0.888888888888889
"4579","2022","southampton","rg","teaching","stimulating","The course is intellectually stimulating",87.7,0.493055555555556
"4580","2022","southampton","rg","management","organised","The course is well organised and running smoothly",61.7,0.222222222222222
"4581","2022","southampton","rg","assessment","clear","The criteria used in marking have been clear in advance",63.3,0.284722222222222
"4582","2022","southampton","rg","resource","IT","The IT resources and facilities provided have supported my learning well",79.8,0.447916666666667
"4583","2022","southampton","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",82.8,0.548611111111111
"4584","2022","southampton","rg","teaching","theme_sum","The teaching on my course",84.3,1.71875
"4585","2022","southampton","rg","management","timetable","The timetable works efficiently for me",78,0.444444444444444
"4586","2022","ucl","rg","acad_support","theme_sum","Academic support",NA,NA
"4587","2022","ucl","rg","management","comms","Any changes in the course or teaching have been communicated effectively",NA,NA
"4588","2022","ucl","rg","assess_feed","theme_sum","Assessment and feedback",NA,NA
"4589","2022","ucl","rg","assessment","timely","Feedback on my work has been timely",NA,NA
"4590","2022","ucl","rg","academic","choices","Good advice was available when I needed to make study choices on my course",NA,NA
"4591","2022","ucl","rg","community","staffstudent","I feel part of a community of staff and students",NA,NA
"4592","2022","ucl","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",NA,NA
"4593","2022","ucl","rg","academic","contact","I have been able to contact staff when I needed to",NA,NA
"4594","2022","ucl","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",NA,NA
"4595","2022","ucl","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",NA,NA
"4596","2022","ucl","rg","academic","support","I have received helpful comments on my work",NA,NA
"4597","2022","ucl","rg","assessment","helpful","I have received helpful comments on my work",NA,NA
"4598","2022","ucl","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",NA,NA
"4599","2022","ucl","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",NA,NA
"4600","2022","ucl","rg","community","theme_sum","Learning community",NA,NA
"4601","2022","ucl","rg","learnopp","theme_sum","Learning opportunities",NA,NA
"4602","2022","ucl","rg","resource","theme_sum","Learning resources",NA,NA
"4603","2022","ucl","rg","assessment","fair","Marking and assessment has been fair",NA,NA
"4604","2022","ucl","rg","teaching","challenge","My course has challenged me to achieve my best work",NA,NA
"4605","2022","ucl","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",NA,NA
"4606","2022","ucl","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",NA,NA
"4607","2022","ucl","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",NA,NA
"4608","2022","ucl","rg","management","theme_sum","Organisation and management",NA,NA
"4609","2022","ucl","rg","overall","satisfied","Overall satisfaction",NA,NA
"4610","2022","ucl","rg","teaching","explain","Staff are good at explaining things",NA,NA
"4611","2022","ucl","rg","teaching","interest","Staff have made the subject interesting",NA,NA
"4612","2022","ucl","rg","voice","valued","Staff value students’ views and opinions about the course",NA,NA
"4613","2022","ucl","rg","voice","theme_sum","Student Voice",NA,NA
"4614","2022","ucl","rg","teaching","stimulating","The course is intellectually stimulating",NA,NA
"4615","2022","ucl","rg","management","organised","The course is well organised and running smoothly",NA,NA
"4616","2022","ucl","rg","assessment","clear","The criteria used in marking have been clear in advance",NA,NA
"4617","2022","ucl","rg","resource","IT","The IT resources and facilities provided have supported my learning well",NA,NA
"4618","2022","ucl","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",NA,NA
"4619","2022","ucl","rg","teaching","theme_sum","The teaching on my course",NA,NA
"4620","2022","ucl","rg","management","timetable","The timetable works efficiently for me",NA,NA
"4621","2022","glasgow","rg","acad_support","theme_sum","Academic support",74.9,1.24175824175824
"4622","2022","glasgow","rg","management","comms","Any changes in the course or teaching have been communicated effectively",82.2,0.521978021978022
"4623","2022","glasgow","rg","assess_feed","theme_sum","Assessment and feedback",72.2,1.50549450549451
"4624","2022","glasgow","rg","assessment","timely","Feedback on my work has been timely",72.8,0.324175824175824
"4625","2022","glasgow","rg","academic","choices","Good advice was available when I needed to make study choices on my course",62,0.252747252747253
"4626","2022","glasgow","rg","community","staffstudent","I feel part of a community of staff and students",59.6,0.263736263736264
"4627","2022","glasgow","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",87.1,0.604395604395604
"4628","2022","glasgow","rg","academic","contact","I have been able to contact staff when I needed to",93,0.653846153846154
"4629","2022","glasgow","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",94.3,0.659340659340659
"4630","2022","glasgow","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",87.3,0.604395604395604
"4631","2022","glasgow","rg","academic","support","I have received helpful comments on my work",64.6,0.313186813186813
"4632","2022","glasgow","rg","assessment","helpful","I have received helpful comments on my work",59.6,0.285714285714286
"4633","2022","glasgow","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",69.6,0.335164835164835
"4634","2022","glasgow","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",70.5,0.379120879120879
"4635","2022","glasgow","rg","community","theme_sum","Learning community",73.1,0.868131868131868
"4636","2022","glasgow","rg","learnopp","theme_sum","Learning opportunities",78.5,1.4010989010989
"4637","2022","glasgow","rg","resource","theme_sum","Learning resources",83.7,1.70879120879121
"4638","2022","glasgow","rg","assessment","fair","Marking and assessment has been fair",74.1,0.384615384615385
"4639","2022","glasgow","rg","teaching","challenge","My course has challenged me to achieve my best work",79.1,0.516483516483517
"4640","2022","glasgow","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",64.6,0.269230769230769
"4641","2022","glasgow","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",84.8,0.532967032967033
"4642","2022","glasgow","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",86.1,0.60989010989011
"4643","2022","glasgow","rg","management","theme_sum","Organisation and management",85,1.65384615384615
"4644","2022","glasgow","rg","overall","satisfied","Overall satisfaction",87.3,0.554945054945055
"4645","2022","glasgow","rg","teaching","explain","Staff are good at explaining things",92.4,0.56043956043956
"4646","2022","glasgow","rg","teaching","interest","Staff have made the subject interesting",86.1,0.510989010989011
"4647","2022","glasgow","rg","voice","valued","Staff value students’ views and opinions about the course",83.5,0.549450549450549
"4648","2022","glasgow","rg","voice","theme_sum","Student Voice",82.9,1.6043956043956
"4649","2022","glasgow","rg","teaching","stimulating","The course is intellectually stimulating",91.8,0.604395604395604
"4650","2022","glasgow","rg","management","organised","The course is well organised and running smoothly",82.3,0.505494505494505
"4651","2022","glasgow","rg","assessment","clear","The criteria used in marking have been clear in advance",77.2,0.472527472527473
"4652","2022","glasgow","rg","resource","IT","The IT resources and facilities provided have supported my learning well",78.1,0.5
"4653","2022","glasgow","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",85.3,0.604395604395604
"4654","2022","glasgow","rg","teaching","theme_sum","The teaching on my course",87.3,2.19230769230769
"4655","2022","glasgow","rg","management","timetable","The timetable works efficiently for me",91.1,0.642857142857143
"4656","2022","oxford","rg","acad_support","theme_sum","Academic support",NA,NA
"4657","2022","oxford","rg","management","comms","Any changes in the course or teaching have been communicated effectively",NA,NA
"4658","2022","oxford","rg","assess_feed","theme_sum","Assessment and feedback",NA,NA
"4659","2022","oxford","rg","assessment","timely","Feedback on my work has been timely",NA,NA
"4660","2022","oxford","rg","academic","choices","Good advice was available when I needed to make study choices on my course",NA,NA
"4661","2022","oxford","rg","community","staffstudent","I feel part of a community of staff and students",NA,NA
"4662","2022","oxford","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",NA,NA
"4663","2022","oxford","rg","academic","contact","I have been able to contact staff when I needed to",NA,NA
"4664","2022","oxford","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",NA,NA
"4665","2022","oxford","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",NA,NA
"4666","2022","oxford","rg","academic","support","I have received helpful comments on my work",NA,NA
"4667","2022","oxford","rg","assessment","helpful","I have received helpful comments on my work",NA,NA
"4668","2022","oxford","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",NA,NA
"4669","2022","oxford","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",NA,NA
"4670","2022","oxford","rg","community","theme_sum","Learning community",NA,NA
"4671","2022","oxford","rg","learnopp","theme_sum","Learning opportunities",NA,NA
"4672","2022","oxford","rg","resource","theme_sum","Learning resources",NA,NA
"4673","2022","oxford","rg","assessment","fair","Marking and assessment has been fair",NA,NA
"4674","2022","oxford","rg","teaching","challenge","My course has challenged me to achieve my best work",NA,NA
"4675","2022","oxford","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",NA,NA
"4676","2022","oxford","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",NA,NA
"4677","2022","oxford","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",NA,NA
"4678","2022","oxford","rg","management","theme_sum","Organisation and management",NA,NA
"4679","2022","oxford","rg","overall","satisfied","Overall satisfaction",NA,NA
"4680","2022","oxford","rg","teaching","explain","Staff are good at explaining things",NA,NA
"4681","2022","oxford","rg","teaching","interest","Staff have made the subject interesting",NA,NA
"4682","2022","oxford","rg","voice","valued","Staff value students’ views and opinions about the course",NA,NA
"4683","2022","oxford","rg","voice","theme_sum","Student Voice",NA,NA
"4684","2022","oxford","rg","teaching","stimulating","The course is intellectually stimulating",NA,NA
"4685","2022","oxford","rg","management","organised","The course is well organised and running smoothly",NA,NA
"4686","2022","oxford","rg","assessment","clear","The criteria used in marking have been clear in advance",NA,NA
"4687","2022","oxford","rg","resource","IT","The IT resources and facilities provided have supported my learning well",NA,NA
"4688","2022","oxford","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",NA,NA
"4689","2022","oxford","rg","teaching","theme_sum","The teaching on my course",NA,NA
"4690","2022","oxford","rg","management","timetable","The timetable works efficiently for me",NA,NA
"4691","2022","cambridge","rg","acad_support","theme_sum","Academic support",NA,NA
"4692","2022","cambridge","rg","management","comms","Any changes in the course or teaching have been communicated effectively",NA,NA
"4693","2022","cambridge","rg","assess_feed","theme_sum","Assessment and feedback",NA,NA
"4694","2022","cambridge","rg","assessment","timely","Feedback on my work has been timely",NA,NA
"4695","2022","cambridge","rg","academic","choices","Good advice was available when I needed to make study choices on my course",NA,NA
"4696","2022","cambridge","rg","community","staffstudent","I feel part of a community of staff and students",NA,NA
"4697","2022","cambridge","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",NA,NA
"4698","2022","cambridge","rg","academic","contact","I have been able to contact staff when I needed to",NA,NA
"4699","2022","cambridge","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",NA,NA
"4700","2022","cambridge","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",NA,NA
"4701","2022","cambridge","rg","academic","support","I have received helpful comments on my work",NA,NA
"4702","2022","cambridge","rg","assessment","helpful","I have received helpful comments on my work",NA,NA
"4703","2022","cambridge","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",NA,NA
"4704","2022","cambridge","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",NA,NA
"4705","2022","cambridge","rg","community","theme_sum","Learning community",NA,NA
"4706","2022","cambridge","rg","learnopp","theme_sum","Learning opportunities",NA,NA
"4707","2022","cambridge","rg","resource","theme_sum","Learning resources",NA,NA
"4708","2022","cambridge","rg","assessment","fair","Marking and assessment has been fair",NA,NA
"4709","2022","cambridge","rg","teaching","challenge","My course has challenged me to achieve my best work",NA,NA
"4710","2022","cambridge","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",NA,NA
"4711","2022","cambridge","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",NA,NA
"4712","2022","cambridge","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",NA,NA
"4713","2022","cambridge","rg","management","theme_sum","Organisation and management",NA,NA
"4714","2022","cambridge","rg","overall","satisfied","Overall satisfaction",NA,NA
"4715","2022","cambridge","rg","teaching","explain","Staff are good at explaining things",NA,NA
"4716","2022","cambridge","rg","teaching","interest","Staff have made the subject interesting",NA,NA
"4717","2022","cambridge","rg","voice","valued","Staff value students’ views and opinions about the course",NA,NA
"4718","2022","cambridge","rg","voice","theme_sum","Student Voice",NA,NA
"4719","2022","cambridge","rg","teaching","stimulating","The course is intellectually stimulating",NA,NA
"4720","2022","cambridge","rg","management","organised","The course is well organised and running smoothly",NA,NA
"4721","2022","cambridge","rg","assessment","clear","The criteria used in marking have been clear in advance",NA,NA
"4722","2022","cambridge","rg","resource","IT","The IT resources and facilities provided have supported my learning well",NA,NA
"4723","2022","cambridge","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",NA,NA
"4724","2022","cambridge","rg","teaching","theme_sum","The teaching on my course",NA,NA
"4725","2022","cambridge","rg","management","timetable","The timetable works efficiently for me",NA,NA
"4726","2022","edinburgh","rg","acad_support","theme_sum","Academic support",64.8,0.69921875
"4727","2022","edinburgh","rg","management","comms","Any changes in the course or teaching have been communicated effectively",69.3,0.29296875
"4728","2022","edinburgh","rg","assess_feed","theme_sum","Assessment and feedback",46.2,0.11328125
"4729","2022","edinburgh","rg","assessment","timely","Feedback on my work has been timely",37.6,-0.109375
"4730","2022","edinburgh","rg","academic","choices","Good advice was available when I needed to make study choices on my course",62.4,0.203125
"4731","2022","edinburgh","rg","community","staffstudent","I feel part of a community of staff and students",38.1,-0.10546875
"4732","2022","edinburgh","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",87.5,0.50390625
"4733","2022","edinburgh","rg","academic","contact","I have been able to contact staff when I needed to",77.3,0.34765625
"4734","2022","edinburgh","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",80.2,0.41796875
"4735","2022","edinburgh","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",43.7,0.05859375
"4736","2022","edinburgh","rg","academic","support","I have received helpful comments on my work",47.9,0.0703125
"4737","2022","edinburgh","rg","assessment","helpful","I have received helpful comments on my work",52.8,0.1796875
"4738","2022","edinburgh","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",54.7,0.140625
"4739","2022","edinburgh","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",38.7,-0.03515625
"4740","2022","edinburgh","rg","community","theme_sum","Learning community",40.7,-0.05859375
"4741","2022","edinburgh","rg","learnopp","theme_sum","Learning opportunities",71,1.0703125
"4742","2022","edinburgh","rg","resource","theme_sum","Learning resources",83.5,1.4609375
"4743","2022","edinburgh","rg","assessment","fair","Marking and assessment has been fair",53.7,0.1328125
"4744","2022","edinburgh","rg","teaching","challenge","My course has challenged me to achieve my best work",64.7,0.28125
"4745","2022","edinburgh","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",53.7,0.16796875
"4746","2022","edinburgh","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",82,0.45703125
"4747","2022","edinburgh","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",77.4,0.44140625
"4748","2022","edinburgh","rg","management","theme_sum","Organisation and management",66.9,0.78125
"4749","2022","edinburgh","rg","overall","satisfied","Overall satisfaction",70.2,0.21875
"4750","2022","edinburgh","rg","teaching","explain","Staff are good at explaining things",80.8,0.3515625
"4751","2022","edinburgh","rg","teaching","interest","Staff have made the subject interesting",83.8,0.40625
"4752","2022","edinburgh","rg","voice","valued","Staff value students’ views and opinions about the course",56.3,0.15234375
"4753","2022","edinburgh","rg","voice","theme_sum","Student Voice",58.4,0.54296875
"4754","2022","edinburgh","rg","teaching","stimulating","The course is intellectually stimulating",88.9,0.5
"4755","2022","edinburgh","rg","management","organised","The course is well organised and running smoothly",56.5,0.12890625
"4756","2022","edinburgh","rg","assessment","clear","The criteria used in marking have been clear in advance",45.4,0.01171875
"4757","2022","edinburgh","rg","resource","IT","The IT resources and facilities provided have supported my learning well",74.5,0.4140625
"4758","2022","edinburgh","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",90.9,0.5390625
"4759","2022","edinburgh","rg","teaching","theme_sum","The teaching on my course",79.5,1.5390625
"4760","2022","edinburgh","rg","management","timetable","The timetable works efficiently for me",74.7,0.34375
"4761","2022","imperial","rg","acad_support","theme_sum","Academic support",NA,NA
"4762","2022","imperial","rg","management","comms","Any changes in the course or teaching have been communicated effectively",NA,NA
"4763","2022","imperial","rg","assess_feed","theme_sum","Assessment and feedback",NA,NA
"4764","2022","imperial","rg","assessment","timely","Feedback on my work has been timely",NA,NA
"4765","2022","imperial","rg","academic","choices","Good advice was available when I needed to make study choices on my course",NA,NA
"4766","2022","imperial","rg","community","staffstudent","I feel part of a community of staff and students",NA,NA
"4767","2022","imperial","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",NA,NA
"4768","2022","imperial","rg","academic","contact","I have been able to contact staff when I needed to",NA,NA
"4769","2022","imperial","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",NA,NA
"4770","2022","imperial","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",NA,NA
